Código Capítulo;Capítulo Descripción;Exportaciones;Mes;NUM;Año
49;"Productos editoriales, de la prensa y de las demás industrias gráficas; textos manuscritos o mecanografiados y planos.";567748.4774;Julio;7;2023
49;"Productos editoriales, de la prensa y de las demás industrias gráficas; textos manuscritos o mecanografiados y planos.";697137.6806;Agosto;8;2023
49;"Productos editoriales, de la prensa y de las demás industrias gráficas; textos manuscritos o mecanografiados y planos.";621745.8867;Septiembre;9;2023
50;Seda.;321.44;Octubre;10;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";60.6;Febrero;2;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";40090.015;Marzo;3;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";8;Abril;4;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";158.44;Mayo;5;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";50.3;Julio;7;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";417.97;Agosto;8;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1.8;Septiembre;9;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";7529.4169;Noviembre;11;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";19.878;Diciembre;12;2017
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";44.8;Enero;1;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";411.799;Febrero;2;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";9594.5;Marzo;3;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1227.74;Abril;4;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1574.386;Mayo;5;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1447.6413;Junio;6;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1828.366;Julio;7;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";586.0692;Agosto;8;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";3845.3375;Septiembre;9;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";851.1875;Octubre;10;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";173.644;Noviembre;11;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";2877.2863;Diciembre;12;2018
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";280;Enero;1;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";10.03;Febrero;2;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";259.904;Marzo;3;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";112;Abril;4;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";272;Mayo;5;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";101.5997;Junio;6;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";247;Julio;7;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";602.0102;Agosto;8;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";152.0102;Septiembre;9;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";340.3608;Octubre;10;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";618;Noviembre;11;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";71283.1535;Diciembre;12;2019
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1149.9985;Enero;1;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";408.6;Febrero;2;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";0.15;Marzo;3;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";670.4;Mayo;5;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";529.77;Junio;6;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";9714.7311;Julio;7;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";923.8199;Agosto;8;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";696.79;Septiembre;9;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";2314.08;Octubre;10;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";2996.04;Noviembre;11;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1.47;Diciembre;12;2020
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1439.7807;Enero;1;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";41;Febrero;2;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";137733.9543;Marzo;3;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";110287.2239;Abril;4;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";9611.8799;Mayo;5;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";104726.3797;Junio;6;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";311.7605;Julio;7;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";2285.494;Agosto;8;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";18.28;Septiembre;9;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1340.6839;Octubre;10;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1684.5898;Noviembre;11;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";573.6058;Diciembre;12;2021
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";71.71;Enero;1;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";6576.7132;Febrero;2;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";451.8498;Marzo;3;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";13412.0001;Abril;4;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";1424.9301;Mayo;5;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";356.6;Junio;6;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";43350.6257;Julio;7;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";320.8;Agosto;8;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";6479.8379;Septiembre;9;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";777.6508;Octubre;10;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";393.6001;Noviembre;11;2022
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";321.0001;Enero;1;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";472.38;Febrero;2;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";750.6004;Marzo;3;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";72.81;Abril;4;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";50.83;Mayo;5;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";794.0963;Junio;6;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";27482.6;Julio;7;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";641.6006;Agosto;8;2023
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin.";3;Septiembre;9;2023
52;Algodón.;8853516.35;Enero;1;2017
52;Algodón.;9395666.252;Febrero;2;2017
52;Algodón.;11651033.47;Marzo;3;2017
52;Algodón.;12469222.22;Abril;4;2017
52;Algodón.;10136539.88;Mayo;5;2017
52;Algodón.;11711654.39;Junio;6;2017
52;Algodón.;11249851.93;Julio;7;2017
52;Algodón.;9655328.546;Agosto;8;2017
52;Algodón.;10487019.87;Septiembre;9;2017
52;Algodón.;10919094.73;Octubre;10;2017
52;Algodón.;10222209.56;Noviembre;11;2017
52;Algodón.;8055544.415;Diciembre;12;2017
52;Algodón.;7348488.432;Enero;1;2018
52;Algodón.;9828523.385;Febrero;2;2018
52;Algodón.;10757466.07;Marzo;3;2018
52;Algodón.;10849529.58;Abril;4;2018
52;Algodón.;12440505.37;Mayo;5;2018
52;Algodón.;11962086.85;Junio;6;2018
52;Algodón.;10579114.18;Julio;7;2018
52;Algodón.;9657840.243;Agosto;8;2018
52;Algodón.;9878091.923;Septiembre;9;2018
52;Algodón.;11123491.97;Octubre;10;2018
52;Algodón.;10873284.71;Noviembre;11;2018
52;Algodón.;5229807.684;Diciembre;12;2018
52;Algodón.;10686259.89;Enero;1;2019
52;Algodón.;9764656.064;Febrero;2;2019
52;Algodón.;11654632.14;Marzo;3;2019
52;Algodón.;9708589.009;Abril;4;2019
52;Algodón.;12110128.18;Mayo;5;2019
52;Algodón.;9680190.372;Junio;6;2019
52;Algodón.;12126213.83;Julio;7;2019
52;Algodón.;7887994.003;Agosto;8;2019
52;Algodón.;9750720.305;Septiembre;9;2019
52;Algodón.;10272967.42;Octubre;10;2019
52;Algodón.;10319562.02;Noviembre;11;2019
52;Algodón.;5071476.937;Diciembre;12;2019
52;Algodón.;12662737.84;Enero;1;2020
52;Algodón.;11699221.09;Febrero;2;2020
52;Algodón.;8089123.407;Marzo;3;2020
52;Algodón.;1659060.235;Abril;4;2020
52;Algodón.;3765285.302;Mayo;5;2020
52;Algodón.;11488125.25;Junio;6;2020
52;Algodón.;14475387.96;Julio;7;2020
52;Algodón.;13399710.27;Agosto;8;2020
52;Algodón.;14607931.78;Septiembre;9;2020
52;Algodón.;12620823.62;Octubre;10;2020
52;Algodón.;11651607.28;Noviembre;11;2020
52;Algodón.;4384625.967;Diciembre;12;2020
52;Algodón.;13262040.9;Enero;1;2021
52;Algodón.;14778283.79;Febrero;2;2021
52;Algodón.;17799415.34;Marzo;3;2021
52;Algodón.;14128146.37;Abril;4;2021
52;Algodón.;15827302.52;Mayo;5;2021
52;Algodón.;15803169.8;Junio;6;2021
52;Algodón.;13389130.91;Julio;7;2021
52;Algodón.;17911136.77;Agosto;8;2021
52;Algodón.;16478628.61;Septiembre;9;2021
52;Algodón.;17123391.25;Octubre;10;2021
52;Algodón.;18090834.65;Noviembre;11;2021
52;Algodón.;10351897.4;Diciembre;12;2021
52;Algodón.;14239957.92;Enero;1;2022
52;Algodón.;17799987.42;Febrero;2;2022
52;Algodón.;23136828.06;Marzo;3;2022
52;Algodón.;19679381.44;Abril;4;2022
52;Algodón.;18222446.56;Mayo;5;2022
52;Algodón.;20948701.11;Junio;6;2022
52;Algodón.;15080214.87;Julio;7;2022
52;Algodón.;14097926.95;Agosto;8;2022
52;Algodón.;11831635.62;Septiembre;9;2022
52;Algodón.;9722255.035;Octubre;10;2022
52;Algodón.;12852755.64;Noviembre;11;2022
52;Algodón.;4626181.754;Diciembre;12;2022
52;Algodón.;13586234.57;Enero;1;2023
52;Algodón.;14342269.97;Febrero;2;2023
52;Algodón.;16723448.95;Marzo;3;2023
52;Algodón.;12967057.09;Abril;4;2023
52;Algodón.;16381469.6;Mayo;5;2023
52;Algodón.;9729738.801;Junio;6;2023
52;Algodón.;20133219.87;Julio;7;2023
52;Algodón.;13770948.96;Agosto;8;2023
52;Algodón.;8699887.922;Septiembre;9;2023
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";179.2605;Marzo;3;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";100;Abril;4;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";21442.84;Mayo;5;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";108;Julio;7;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";84.12;Agosto;8;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";331.71;Septiembre;9;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";21538.995;Noviembre;11;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";1716.077;Diciembre;12;2017
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";4719.66;Febrero;2;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";19969.23;Marzo;3;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";5.008;Mayo;5;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";3.0045;Junio;6;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";4926.5;Julio;7;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";191442.9;Agosto;8;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";6;Septiembre;9;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";406;Diciembre;12;2018
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";103285.53;Marzo;3;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";160;Abril;4;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";280.245;Mayo;5;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";71.32;Junio;6;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";40.188;Julio;7;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";9.08;Agosto;8;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";40.694;Septiembre;9;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";8.1412;Noviembre;11;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";2497.1586;Diciembre;12;2019
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";276.2634;Febrero;2;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";9265.7923;Marzo;3;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";7.6666;Mayo;5;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";9.209;Junio;6;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";1343.18;Julio;7;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";20.3;Septiembre;9;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";12;Octubre;10;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";719;Noviembre;11;2020
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";742;Enero;1;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";101;Marzo;3;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";632.3293;Abril;4;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";131012.6512;Mayo;5;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";38.04;Junio;6;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";9315.15;Septiembre;9;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";45;Octubre;10;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";222709.535;Noviembre;11;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";112809.45;Diciembre;12;2021
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";50171.1678;Marzo;3;2022
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";4500;Abril;4;2022
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";43401.2588;Julio;7;2022
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";23999.8845;Agosto;8;2022
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";89176.2652;Diciembre;12;2022
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";105556.0497;Mayo;5;2023
53;"Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel.";82.55;Julio;7;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";958384.5513;Enero;1;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1440051.342;Febrero;2;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1790678.445;Marzo;3;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1660231.848;Abril;4;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";742216.6462;Mayo;5;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1090051.812;Junio;6;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";525579.9675;Julio;7;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";586730.7311;Agosto;8;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1286395.687;Septiembre;9;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1607974.391;Octubre;10;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";419134.4104;Noviembre;11;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";662847.0608;Diciembre;12;2017
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";346345.3365;Enero;1;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";480194.2465;Febrero;2;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";761852.0804;Marzo;3;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";619875.5634;Abril;4;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";582853.817;Mayo;5;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";576071.7085;Junio;6;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1200365.988;Julio;7;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";774799.4729;Agosto;8;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";458702.1401;Septiembre;9;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";539240.7811;Octubre;10;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";399205.8526;Noviembre;11;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";557351.4937;Diciembre;12;2018
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";429253.3178;Enero;1;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";799248.1914;Febrero;2;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1124114.745;Marzo;3;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";484195.8479;Abril;4;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";778373.9691;Mayo;5;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";615616.7667;Junio;6;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";559603.2865;Julio;7;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";610446.9178;Agosto;8;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";401248.8986;Septiembre;9;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";808111.5535;Octubre;10;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";624629.1524;Noviembre;11;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";307761.352;Diciembre;12;2019
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";529530.2191;Enero;1;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";902439.3396;Febrero;2;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";575221.585;Marzo;3;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";265957.0126;Abril;4;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";683992.009;Mayo;5;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";889706.7644;Junio;6;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";731535.772;Julio;7;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";900883.9146;Agosto;8;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";487830.4378;Septiembre;9;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";782862.4103;Octubre;10;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";715398.9198;Noviembre;11;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";324013.6577;Diciembre;12;2020
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";525663.0569;Enero;1;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";489727.8676;Febrero;2;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";672760.4584;Marzo;3;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1633527.078;Abril;4;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";788953.2432;Mayo;5;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";685647.5725;Junio;6;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";680662.5879;Julio;7;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";740846.5273;Agosto;8;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";747752.5466;Septiembre;9;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";875285.8786;Octubre;10;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";870448.8164;Noviembre;11;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";331681.8306;Diciembre;12;2021
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";410687.1504;Enero;1;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";729544.8987;Febrero;2;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";881368.9871;Marzo;3;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";549557.7427;Abril;4;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";858142.217;Mayo;5;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";854613.3264;Junio;6;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";534873.6359;Julio;7;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";956128.0641;Agosto;8;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";377995.0789;Septiembre;9;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";488981.2213;Octubre;10;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";753844.3037;Noviembre;11;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";830752.7489;Diciembre;12;2022
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";728586.5224;Enero;1;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";797256.022;Febrero;2;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";1442893.597;Marzo;3;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";738716.8562;Abril;4;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";951092.8768;Mayo;5;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";820454.51;Junio;6;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";767741.6209;Julio;7;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";876843.1075;Agosto;8;2023
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial.";682959.4661;Septiembre;9;2023
55;Fibras sintéticos o artificiales discontinuas.;527288.3482;Enero;1;2017
55;Fibras sintéticos o artificiales discontinuas.;442894.3238;Febrero;2;2017
55;Fibras sintéticos o artificiales discontinuas.;210871.0955;Marzo;3;2017
55;Fibras sintéticos o artificiales discontinuas.;247091.7244;Abril;4;2017
55;Fibras sintéticos o artificiales discontinuas.;174724.2532;Mayo;5;2017
55;Fibras sintéticos o artificiales discontinuas.;788584.3345;Junio;6;2017
55;Fibras sintéticos o artificiales discontinuas.;132991.6448;Julio;7;2017
55;Fibras sintéticos o artificiales discontinuas.;265267.5419;Agosto;8;2017
55;Fibras sintéticos o artificiales discontinuas.;146845.8113;Septiembre;9;2017
55;Fibras sintéticos o artificiales discontinuas.;1199536.263;Octubre;10;2017
55;Fibras sintéticos o artificiales discontinuas.;609116.0771;Noviembre;11;2017
55;Fibras sintéticos o artificiales discontinuas.;40300.6399;Diciembre;12;2017
55;Fibras sintéticos o artificiales discontinuas.;159608.4794;Enero;1;2018
55;Fibras sintéticos o artificiales discontinuas.;190175.7852;Febrero;2;2018
55;Fibras sintéticos o artificiales discontinuas.;269039.206;Marzo;3;2018
55;Fibras sintéticos o artificiales discontinuas.;212088.6277;Abril;4;2018
55;Fibras sintéticos o artificiales discontinuas.;458931.5226;Mayo;5;2018
55;Fibras sintéticos o artificiales discontinuas.;345903.3913;Junio;6;2018
55;Fibras sintéticos o artificiales discontinuas.;70901.5015;Julio;7;2018
55;Fibras sintéticos o artificiales discontinuas.;329712.8374;Agosto;8;2018
55;Fibras sintéticos o artificiales discontinuas.;410996.0127;Septiembre;9;2018
55;Fibras sintéticos o artificiales discontinuas.;201185.5954;Octubre;10;2018
55;Fibras sintéticos o artificiales discontinuas.;102197.2196;Noviembre;11;2018
55;Fibras sintéticos o artificiales discontinuas.;161525.8583;Diciembre;12;2018
55;Fibras sintéticos o artificiales discontinuas.;82713.3805;Enero;1;2019
55;Fibras sintéticos o artificiales discontinuas.;109577.4595;Febrero;2;2019
55;Fibras sintéticos o artificiales discontinuas.;202604.3668;Marzo;3;2019
55;Fibras sintéticos o artificiales discontinuas.;18267.3612;Abril;4;2019
55;Fibras sintéticos o artificiales discontinuas.;97322.0583;Mayo;5;2019
55;Fibras sintéticos o artificiales discontinuas.;61503.892;Junio;6;2019
